,X,hsanum,savings,trunc_savings,mean_price,p7525_ratio
2814,2814,39041,-73.86227976,-74,"1,221",2.62
2815,2815,39042,-86.9716526,-87,"10,000",10000.00
2816,2816,39044,-58.58318263,-59,"10,000",10000.00
2817,2817,39045,-191.2999936,-191,"1,186",2.19
2818,2818,39046,NA,"10,000","10,000",10000.00
2819,2819,39047,NA,"10,000","1,901",4.45
2820,2820,39047,NA,"10,000","1,901",4.45
2821,2821,39048,NA,"10,000","10,000",10000.00
2822,2822,39049,NA,"10,000","1,098",1.99
2823,2823,39050,-68.8503623,-69,"10,000",10000.00
2824,2824,39050,-68.8503623,-69,"10,000",10000.00
2825,2825,39052,NA,"10,000","10,000",10000.00
2826,2826,39053,NA,"10,000","3,379",1.63
2827,2827,39054,-88.20831187,-88,"10,000",10000.00
2828,2828,39055,-121.6496351,-122,"1,068",2.43
2829,2829,39056,-133.0226861,-133,"10,000",10000.00
2830,2830,39058,NA,"10,000","10,000",10000.00
2831,2831,39059,-92.72647433,-93,"1,971",1.88
2832,2832,39059,-92.72647433,-93,"1,971",1.88
2833,2833,39060,-113.3540413,-113,"10,000",10000.00
2834,2834,39061,NA,"10,000","1,158",3.69
2835,2835,39062,-82.91695023,-83,"10,000",10000.00
2836,2836,39063,-119.7874964,-120,"1,267",2.69
2837,2837,39063,-119.7874964,-120,"1,267",2.69
2838,2838,39064,-115.4610665,-115,"10,000",10000.00
2839,2839,39065,NA,"10,000","1,794",2.30
2840,2840,39066,NA,"10,000","10,000",10000.00
2841,2841,39066,NA,"10,000","10,000",10000.00
2842,2842,39066,NA,"10,000","10,000",10000.00
2843,2843,39067,-123.8476489,-124,"1,771",3.77
2844,2844,39067,-123.8476489,-124,"1,771",3.77
2845,2845,39068,-106.7903741,-107,"10,000",10000.00
2846,2846,39069,-261.0754807,-261,"2,171",2.69
2847,2847,39069,-261.0754807,-261,"2,171",2.69
2848,2848,39070,-113.228785,-113,"10,000",10000.00
2849,2849,39072,-155.8938439,-156,"10,000",10000.00
2850,2850,39073,-77.06494129,-77,"1,482",1.62
2851,2851,39074,NA,"10,000","10,000",10000.00
2852,2852,39075,NA,"10,000","1,090",3.61
2853,2853,39075,NA,"10,000","1,090",3.61
2854,2854,39077,-123.9792151,-124,"2,740",2.15
2855,2855,39079,NA,"10,000","2,915",1.39
2856,2856,39080,NA,"10,000","10,000",10000.00
2857,2857,39081,NA,"10,000","1,719",1.69
2858,2858,39082,NA,"10,000","10,000",10000.00
2859,2859,39082,NA,"10,000","10,000",10000.00
2860,2860,39083,NA,"10,000","1,579",2.93
2861,2861,39084,NA,"10,000","10,000",10000.00
2862,2862,39085,NA,"10,000","1,084",2.13
2863,2863,39087,NA,"10,000","2,773",4.55
2864,2864,39088,-80.89817722,-81,"10,000",10000.00
2865,2865,39090,-148.0646251,-148,"10,000",10000.00
2866,2866,39090,-148.0646251,-148,"10,000",10000.00
2867,2867,39092,NA,"10,000","10,000",10000.00
2868,2868,39093,NA,"10,000","1,153",2.32
2869,2869,39093,NA,"10,000","1,153",2.32
2870,2870,39093,NA,"10,000","1,153",2.32
2871,2871,39094,NA,"10,000","10,000",10000.00
2872,2872,39095,-200.2385586,-200,"1,059",2.42
2873,2873,39095,-200.2385586,-200,"1,059",2.42
2874,2874,39095,-200.2385586,-200,"1,059",2.42
2875,2875,39097,NA,"10,000","1,170",2.40
2876,2876,39098,-154.9600818,-155,"10,000",10000.00
2877,2877,39098,-154.9600818,-155,"10,000",10000.00
2878,2878,39098,-154.9600818,-155,"10,000",10000.00
2879,2879,39099,NA,"10,000","1,297",1.60
2880,2880,39100,-96.31846042,-96,"10,000",10000.00
2881,2881,39101,NA,"10,000","1,580",2.05
2882,2882,39102,NA,"10,000","10,000",10000.00
2883,2883,39103,-110.9021732,-111,"1,201",2.35
2884,2884,39103,-110.9021732,-111,"1,201",2.35
2885,2885,39103,-110.9021732,-111,"1,201",2.35
2886,2886,39107,NA,"10,000","2,114",2.22
2887,2887,39108,-83.78713772,-84,"10,000",10000.00
2888,2888,39108,-83.78713772,-84,"10,000",10000.00
2889,2889,39109,-107.8696817,-108,"1,905",5.52
2890,2890,39109,-107.8696817,-108,"1,905",5.52
2891,2891,39110,NA,"10,000","10,000",10000.00
2892,2892,39111,NA,"10,000","2,721",3.02
2893,2893,39112,NA,"10,000","10,000",10000.00
2894,2894,39113,-140.0016422,-140,"1,165",1.78
2895,2895,39114,-106.7302135,-107,"10,000",10000.00
2896,2896,39115,NA,"10,000","1,368",2.25
2897,2897,39117,-135.6343734,-136,"1,647",2.00
2898,2898,39118,-109.2431558,-109,"10,000",10000.00
2899,2899,39118,-109.2431558,-109,"10,000",10000.00
2900,2900,39119,-364.2085032,-364,"1,539",2.08
2901,2901,39120,-138.9227107,-139,"10,000",10000.00
2902,2902,39121,NA,"10,000","2,603",2.32
2903,2903,39122,-69.67901265,-70,"10,000",10000.00
2904,2904,39124,-181.1972176,-181,"10,000",10000.00
2905,2905,39125,NA,"10,000","2,717",2.60
2906,2906,39127,-49.39618538,-49,"1,388",2.01
2907,2907,39128,NA,"10,000","10,000",10000.00
2908,2908,39128,NA,"10,000","10,000",10000.00
2909,2909,39130,-66.87557189,-67,"10,000",10000.00
2910,2910,39130,-66.87557189,-67,"10,000",10000.00
2911,2911,39131,-132.2452441,-132,"2,716",1.59
2912,2912,39132,NA,"10,000","10,000",10000.00
2913,2913,39133,-130.6964441,-131,"1,194",2.84
2914,2914,39134,-172.0565264,-172,"10,000",10000.00
2915,2915,39135,-80.16033505,-80,"1,769",4.36
2916,2916,39135,-80.16033505,-80,"1,769",4.36
2917,2917,39136,NA,"10,000","10,000",10000.00
2918,2918,39137,-138.4861482,-138,"1,034",1.63
2919,2919,39137,-138.4861482,-138,"1,034",1.63
2920,2920,39138,-301.3831021,-301,"10,000",10000.00
2921,2921,39140,-126.9206993,-127,"10,000",10000.00
2922,2922,39140,-126.9206993,-127,"10,000",10000.00
2923,2923,41002,-107.4426136,-107,"10,000",10000.00
2924,2924,41004,NA,"10,000","10,000",10000.00
2925,2925,41005,-127.7429774,-128,"1,439",1.98
2926,2926,41005,-127.7429774,-128,"1,439",1.98
2927,2927,41005,-127.7429774,-128,"1,439",1.98
2928,2928,41006,-100.5472076,-101,"10,000",10000.00
2929,2929,41007,-102.5587771,-103,"2,757",1.71
2930,2930,41008,NA,"10,000","10,000",10000.00
2931,2931,41009,NA,"10,000","1,526",2.43
2932,2932,42001,-125.9885779,-126,"1,720",3.62
2933,2933,42002,-185.6404492,-186,"10,000",10000.00
2934,2934,42003,-173.587898,-174,"1,226",2.81
2935,2935,42004,-187.852921,-188,"10,000",10000.00
2936,2936,42005,-234.4996136,-234,"1,268",1.49
2937,2937,42006,NA,"10,000","10,000",10000.00
2938,2938,42006,NA,"10,000","10,000",10000.00
2939,2939,42007,-355.9515921,-356,759,1.76
2940,2940,42009,-131.3235418,-131,"1,108",2.15
2941,2941,42010,-136.0668159,-136,"10,000",10000.00
2942,2942,42010,-136.0668159,-136,"10,000",10000.00
2943,2943,42010,-136.0668159,-136,"10,000",10000.00
2944,2944,42011,-444.5962872,-445,"1,097",1.67
2945,2945,42011,-444.5962872,-445,"1,097",1.67
2946,2946,42012,-185.31098,-185,"10,000",10000.00
2947,2947,42013,-247.2976545,-247,996,2.91
2948,2948,42013,-247.2976545,-247,996,2.91
2949,2949,42014,-85.3679416,-85,"10,000",10000.00
2950,2950,42014,-85.3679416,-85,"10,000",10000.00
2951,2951,42014,-85.3679416,-85,"10,000",10000.00
2952,2952,42015,NA,"10,000","1,243",1.08
2953,2953,42017,-390.5507897,-391,"1,517",2.43
2954,2954,42018,-202.4439561,-202,"10,000",10000.00
2955,2955,42019,NA,"10,000","1,275",2.83
2956,2956,42020,-190.8040509,-191,"10,000",10000.00
2957,2957,42021,-316.2647073,-316,"1,243",1.68
2958,2958,42021,-316.2647073,-316,"1,243",1.68
2959,2959,42021,-316.2647073,-316,"1,243",1.68
2960,2960,42022,-259.4778667,-259,"10,000",10000.00
2961,2961,42023,-215.9306885,-216,"10,000",10000.00
2962,2962,42024,-214.0955714,-214,"10,000",10000.00
2963,2963,42024,-214.0955714,-214,"10,000",10000.00
2964,2964,42025,-86.38353901,-86,"1,337",2.79
2965,2965,42026,NA,"10,000","10,000",10000.00
2966,2966,42026,NA,"10,000","10,000",10000.00
2967,2967,42027,NA,"10,000","1,204",2.93
2968,2968,42028,-146.2075091,-146,"10,000",10000.00
2969,2969,42029,-257.9305405,-258,"1,059",1.70
2970,2970,42031,-99.49318397,-99,"1,283",2.08
2971,2971,42033,NA,"10,000","1,787",1.72
2972,2972,42034,-199.9722504,-200,"10,000",10000.00
2973,2973,42036,NA,"10,000","10,000",10000.00
2974,2974,42037,NA,"10,000","1,962",4.53
2975,2975,42038,-175.0371769,-175,"10,000",10000.00
2976,2976,42039,-192.4413267,-192,"1,842",2.26
2977,2977,42040,-139.0424835,-139,"10,000",10000.00
2978,2978,42040,-139.0424835,-139,"10,000",10000.00
2979,2979,42041,NA,"10,000",861,1.51
2980,2980,42043,-99.22841412,-99,880,1.78
2981,2981,42043,-99.22841412,-99,880,1.78
2982,2982,42044,-181.7684455,-182,"10,000",10000.00
2983,2983,42046,-291.5048672,-292,"10,000",10000.00
2984,2984,42046,-291.5048672,-292,"10,000",10000.00
2985,2985,42047,-352.1940109,-352,"1,425",5.50
2986,2986,42048,-270.5927241,-271,"10,000",10000.00
2987,2987,42049,-247.4407855,-247,787,1.70
2988,2988,42050,-243.5355974,-244,"10,000",10000.00
2989,2989,42051,-70.45764356,-70,770,1.90
2990,2990,42051,-70.45764356,-70,770,1.90
2991,2991,42052,-116.5454324,-117,"10,000",10000.00
2992,2992,43001,-144.0998104,-144,"10,000",10000.00
2993,2993,43001,-144.0998104,-144,"10,000",10000.00
2994,2994,43006,-178.8548194,-179,"10,000",10000.00
2995,2995,43013,NA,"10,000","10,000",10000.00
2996,2996,43026,-163.0891017,-163,"10,000",10000.00
2997,2997,43028,-182.2169678,-182,"10,000",10000.00
2998,2998,43030,-222.2369466,-222,"10,000",10000.00
2999,2999,43034,-79.30222039,-79,"10,000",10000.00
3000,3000,43036,-161.4253258,-161,"10,000",10000.00
3001,3001,43036,-161.4253258,-161,"10,000",10000.00
3002,3002,43036,-161.4253258,-161,"10,000",10000.00
3003,3003,43039,-221.636206,-222,"10,000",10000.00
3004,3004,43039,-221.636206,-222,"10,000",10000.00
3005,3005,43039,-221.636206,-222,"10,000",10000.00
3006,3006,43041,-178.3899454,-178,"10,000",10000.00
3007,3007,43041,-178.3899454,-178,"10,000",10000.00
3008,3008,43042,NA,"10,000","10,000",10000.00
3009,3009,43044,-313.5882767,-314,"10,000",10000.00
3010,3010,43047,-120.5266469,-121,"10,000",10000.00
3011,3011,43051,-163.5472895,-164,"10,000",10000.00
3012,3012,43051,-163.5472895,-164,"10,000",10000.00
3013,3013,44001,-148.1090617,-148,"1,116",2.56
3014,3014,44003,-83.44583903,-83,"1,158",2.55
3015,3015,44003,-83.44583903,-83,"1,158",2.55
3016,3016,44004,-156.431275,-156,"10,000",10000.00
3017,3017,44005,-117.5785036,-118,"1,282",3.43
3018,3018,44006,-124.7975595,-125,"10,000",10000.00
3019,3019,44008,-100.8790098,-101,"10,000",10000.00
3020,3020,44009,-187.8078308,-188,"1,494",3.09
3021,3021,44009,-187.8078308,-188,"1,494",3.09
3022,3022,44009,-187.8078308,-188,"1,494",3.09
3023,3023,44010,-73.19777337,-73,"10,000",10000.00
3024,3024,44011,-244.6957595,-245,"10,000",10000.00
3025,3025,44012,-148.5343546,-149,"10,000",10000.00
3026,3026,44013,-107.2544564,-107,"10,000",10000.00
3027,3027,44014,NA,"10,000","10,000",10000.00
3028,3028,44015,NA,"10,000","10,000",10000.00
3029,3029,44016,-150.8316864,-151,"10,000",10000.00
3030,3030,44017,-178.3091,-178,"10,000",10000.00
3031,3031,44018,-136.7050006,-137,"10,000",10000.00
3032,3032,44020,-142.8059174,-143,"10,000",10000.00
3033,3033,44022,-51.16282181,-51,"10,000",10000.00
3034,3034,44023,-92.61500996,-93,"10,000",10000.00
3035,3035,44024,NA,"10,000","10,000",10000.00
3036,3036,44025,-93.7344936,-94,"10,000",10000.00
3037,3037,44026,-111.3255525,-111,"10,000",10000.00
3038,3038,44026,-111.3255525,-111,"10,000",10000.00
3039,3039,44028,-132.9949739,-133,"10,000",10000.00
3040,3040,44030,-136.4269342,-136,"10,000",10000.00
3041,3041,44031,-92.68492437,-93,"10,000",10000.00
3042,3042,44032,-90.44852356,-90,"10,000",10000.00
3043,3043,44033,NA,"10,000","10,000",10000.00
3044,3044,44036,-185.0228648,-185,"10,000",10000.00
3045,3045,44037,-176.1232948,-176,"10,000",10000.00
3046,3046,44037,-176.1232948,-176,"10,000",10000.00
3047,3047,44039,-101.033262,-101,"10,000",10000.00
3048,3048,44040,NA,"10,000","10,000",10000.00
3049,3049,44041,-101.7734176,-102,"10,000",10000.00
3050,3050,44041,-101.7734176,-102,"10,000",10000.00
3051,3051,44042,-93.45349054,-93,"10,000",10000.00
3052,3052,44042,-93.45349054,-93,"10,000",10000.00
3053,3053,44043,-117.0212823,-117,"10,000",10000.00
3054,3054,44043,-117.0212823,-117,"10,000",10000.00
3055,3055,44044,-76.13334488,-76,"10,000",10000.00
3056,3056,44045,-100.8336372,-101,"10,000",10000.00
3057,3057,44046,-153.6402752,-154,"10,000",10000.00
3058,3058,44047,-106.5696311,-107,"10,000",10000.00
3059,3059,44048,-112.3432484,-112,"10,000",10000.00
3060,3060,44049,-167.9012043,-168,"10,000",10000.00
3061,3061,44050,-165.1475373,-165,"10,000",10000.00
3062,3062,44051,-89.09196269,-89,"10,000",10000.00
3063,3063,44053,NA,"10,000","10,000",10000.00
3064,3064,44054,-95.80499143,-96,"10,000",10000.00
3065,3065,44054,-95.80499143,-96,"10,000",10000.00
3066,3066,44055,-164.7463871,-165,"10,000",10000.00
3067,3067,44056,-85.64946405,-86,"10,000",10000.00
3068,3068,44057,NA,"10,000","10,000",10000.00
3069,3069,44058,-168.6898508,-169,"10,000",10000.00
3070,3070,44059,-93.39464297,-93,"10,000",10000.00
3071,3071,44059,-93.39464297,-93,"10,000",10000.00
3072,3072,44059,-93.39464297,-93,"10,000",10000.00
3073,3073,44060,NA,"10,000","10,000",10000.00
3074,3074,44061,-125.9350049,-126,"10,000",10000.00
3075,3075,44062,-119.0350148,-119,"10,000",10000.00
3076,3076,44063,-183.0283742,-183,"10,000",10000.00
3077,3077,44063,-183.0283742,-183,"10,000",10000.00
3078,3078,44063,-183.0283742,-183,"10,000",10000.00
3079,3079,44064,-120.4287539,-120,"10,000",10000.00
3080,3080,44065,-89.09678084,-89,"10,000",10000.00
3081,3081,44065,-89.09678084,-89,"10,000",10000.00
3082,3082,44066,-70.92463392,-71,"10,000",10000.00
3083,3083,44067,-117.7816938,-118,"10,000",10000.00
3084,3084,44068,-154.8391239,-155,"10,000",10000.00
3085,3085,44069,-81.44035951,-81,"10,000",10000.00
3086,3086,44071,-188.6482751,-189,"10,000",10000.00
3087,3087,44072,-141.7354599,-142,"10,000",10000.00
3088,3088,44074,NA,"10,000","10,000",10000.00
3089,3089,44075,-91.49602472,-91,"10,000",10000.00
3090,3090,44076,-143.2350454,-143,"10,000",10000.00
3091,3091,44077,-86.93415856,-87,"10,000",10000.00
3092,3092,44078,-244.6126165,-245,"10,000",10000.00
3093,3093,44079,-152.0232864,-152,"10,000",10000.00
3094,3094,44082,-212.6221723,-213,"10,000",10000.00
3095,3095,44083,-180.3106005,-180,"10,000",10000.00
3096,3096,44084,-151.4603464,-151,"10,000",10000.00
3097,3097,44085,-121.9677742,-122,"10,000",10000.00
3098,3098,44086,-110.8295915,-111,"10,000",10000.00
3099,3099,44088,-123.0734522,-123,"10,000",10000.00
3100,3100,44089,-158.5240389,-159,"10,000",10000.00
3101,3101,44090,-83.9353474,-84,"10,000",10000.00
3102,3102,44091,-138.7003978,-139,"10,000",10000.00
3103,3103,44093,-124.1777015,-124,"10,000",10000.00
3104,3104,44094,-84.48200086,-84,"10,000",10000.00
3105,3105,44096,-127.1356665,-127,"10,000",10000.00
3106,3106,45001,-171.1657254,-171,933,1.83
3107,3107,45001,-171.1657254,-171,933,1.83
3108,3108,45003,-99.98508424,-100,"1,590",3.62
3109,3109,45004,-150.4514501,-150,"10,000",10000.00
3110,3110,45006,-156.2998142,-156,"10,000",10000.00
3111,3111,45006,-156.2998142,-156,"10,000",10000.00
3112,3112,45006,-156.2998142,-156,"10,000",10000.00
3113,3113,45007,NA,"10,000","1,591",3.88
3114,3114,45008,-152.7608798,-153,"10,000",10000.00
3115,3115,45009,NA,"10,000","1,703",3.45
3116,3116,45011,NA,"10,000","1,850",4.99
3117,3117,45012,NA,"10,000","10,000",10000.00
3118,3118,45012,NA,"10,000","10,000",10000.00
3119,3119,45014,-101.49279,-101,"10,000",10000.00
3120,3120,45015,-88.57456984,-89,"1,396",2.77
3121,3121,45016,-131.80796,-132,"10,000",10000.00
3122,3122,45016,-131.80796,-132,"10,000",10000.00
3123,3123,45017,NA,"10,000",880,1.50
3124,3124,45019,-80.37651512,-80,"1,223",2.04
3125,3125,45020,-169.7809483,-170,"10,000",10000.00
3126,3126,45021,-109.6772551,-110,"2,749",1.65
3127,3127,45021,-109.6772551,-110,"2,749",1.65
3128,3128,45022,NA,"10,000","10,000",10000.00
3129,3129,45023,-115.1092561,-115,"1,117",1.74
3130,3130,45024,NA,"10,000","10,000",10000.00
3131,3131,45026,-222.8378902,-223,"10,000",10000.00
3132,3132,45026,-222.8378902,-223,"10,000",10000.00
3133,3133,45027,-117.2403892,-117,"2,407",4.10
3134,3134,45028,-160.3117082,-160,"10,000",10000.00
3135,3135,45029,-194.0626866,-194,"1,777",4.85
3136,3136,45030,-101.3647876,-101,"10,000",10000.00
3137,3137,45031,-185.3342865,-185,"3,054",1.68
3138,3138,45034,-317.6712506,-318,"10,000",10000.00
3139,3139,45034,-317.6712506,-318,"10,000",10000.00
3140,3140,45034,-317.6712506,-318,"10,000",10000.00
3141,3141,45035,-166.5314538,-167,"1,261",2.77
3142,3142,45036,-99.78004123,-100,"10,000",10000.00
3143,3143,45036,-99.78004123,-100,"10,000",10000.00
3144,3144,45038,NA,"10,000","10,000",10000.00
3145,3145,45039,-69.0951778,-69,841,1.23
3146,3146,45040,NA,"10,000","10,000",10000.00
3147,3147,45041,-131.4557213,-131,"3,125",1.50
3148,3148,45043,-64.85775854,-65,"2,188",4.72
3149,3149,45045,-179.8994453,-180,"1,754",3.84
3150,3150,45048,-43.64450848,-44,"10,000",10000.00
3151,3151,45051,-142.5235779,-143,"1,640",5.07
3152,3152,45052,NA,"10,000","10,000",10000.00
3153,3153,45053,-88.59438074,-89,"1,885",3.46
3154,3154,45053,-88.59438074,-89,"1,885",3.46
3155,3155,45054,-141.8743291,-142,"10,000",10000.00
3156,3156,45055,-241.1047354,-241,"1,540",3.31
3157,3157,45057,-138.1298875,-138,"1,473",3.06
3158,3158,45058,NA,"10,000","10,000",10000.00
3159,3159,45059,-171.1964007,-171,"1,832",4.27
3160,3160,45060,-119.8523889,-120,"10,000",10000.00
3161,3161,45060,-119.8523889,-120,"10,000",10000.00
3162,3162,45061,-87.38480746,-87,"2,688",2.00
3163,3163,45061,-87.38480746,-87,"2,688",2.00
3164,3164,45062,-183.2498769,-183,"10,000",10000.00
3165,3165,45064,-99.86027279,-100,"10,000",10000.00
3166,3166,45066,-131.4001109,-131,"10,000",10000.00
3167,3167,45068,-194.7794522,-195,"10,000",10000.00
3168,3168,45068,-194.7794522,-195,"10,000",10000.00
3169,3169,45068,-194.7794522,-195,"10,000",10000.00
3170,3170,45070,-306.767525,-307,"10,000",10000.00
3171,3171,45071,-188.3546511,-188,"1,556",5.15
3172,3172,45072,NA,"10,000","10,000",10000.00
3173,3173,45073,-184.6827174,-185,"1,737",3.67
3174,3174,45073,-184.6827174,-185,"1,737",3.67
3175,3175,45076,-145.4171789,-145,"10,000",10000.00
3176,3176,45078,-128.3279564,-128,"10,000",10000.00
3177,3177,45079,-142.3221231,-142,852,1.23
3178,3178,45080,-95.65257985,-96,"10,000",10000.00
3179,3179,45081,-117.768161,-118,"1,046",3.18
3180,3180,45083,NA,"10,000","2,379",3.27
3181,3181,45085,NA,"10,000","2,958",3.93
3182,3182,45086,-93.75181741,-94,"10,000",10000.00
3183,3183,45086,-93.75181741,-94,"10,000",10000.00
3184,3184,45086,-93.75181741,-94,"10,000",10000.00
3185,3185,45089,NA,"10,000","2,537",2.34
3186,3186,45090,NA,"10,000","10,000",10000.00
3187,3187,45094,-131.7387689,-132,"10,000",10000.00
3188,3188,45095,-134.9312638,-135,"10,000",10000.00
3189,3189,45095,-134.9312638,-135,"10,000",10000.00
3190,3190,45095,-134.9312638,-135,"10,000",10000.00
3191,3191,45096,-52.56851079,-53,"10,000",10000.00
3192,3192,45098,-172.6919519,-173,"10,000",10000.00
3193,3193,45099,NA,"10,000","10,000",10000.00
3194,3194,45099,NA,"10,000","10,000",10000.00
3195,3195,45100,NA,"10,000","10,000",10000.00
3196,3196,45100,NA,"10,000","10,000",10000.00
3197,3197,45101,NA,"10,000","10,000",10000.00
3198,3198,45102,NA,"10,000","10,000",10000.00
3199,3199,45104,-127.0904495,-127,"10,000",10000.00
3200,3200,45106,-152.0093366,-152,"10,000",10000.00
3201,3201,45109,-140.7789734,-141,"10,000",10000.00
3202,3202,45110,-64.2877746,-64,"10,000",10000.00
3203,3203,45111,-152.9960086,-153,"10,000",10000.00
3204,3204,45114,NA,"10,000","10,000",10000.00
3205,3205,45114,NA,"10,000","10,000",10000.00
3206,3206,45115,-132.6458848,-133,"10,000",10000.00
3207,3207,45115,-132.6458848,-133,"10,000",10000.00
3208,3208,45116,NA,"10,000","10,000",10000.00
3209,3209,45119,NA,"10,000","10,000",10000.00
3210,3210,45120,-175.2122293,-175,"10,000",10000.00
3211,3211,45122,-134.1458903,-134,"10,000",10000.00
3212,3212,45122,-134.1458903,-134,"10,000",10000.00
3213,3213,45124,-115.2872127,-115,"10,000",10000.00
3214,3214,45125,-174.3132124,-174,"10,000",10000.00
3215,3215,45129,-190.7226164,-191,"10,000",10000.00
3216,3216,45131,-156.088583,-156,"10,000",10000.00
3217,3217,45131,-156.088583,-156,"10,000",10000.00
3218,3218,45131,-156.088583,-156,"10,000",10000.00
3219,3219,45133,NA,"10,000","10,000",10000.00
3220,3220,45133,NA,"10,000","10,000",10000.00
3221,3221,45134,-132.7749733,-133,"10,000",10000.00
3222,3222,45135,NA,"10,000","10,000",10000.00
3223,3223,45136,NA,"10,000","10,000",10000.00
3224,3224,45138,-129.662951,-130,"10,000",10000.00
3225,3225,45139,-45.35734206,-45,"10,000",10000.00
3226,3226,45140,-117.4385669,-117,"10,000",10000.00
3227,3227,45141,-3.267685148,-3,"10,000",10000.00
3228,3228,45142,NA,"10,000","10,000",10000.00
3229,3229,45143,NA,"10,000","10,000",10000.00
3230,3230,45144,-117.9782038,-118,"10,000",10000.00
3231,3231,45145,-49.80982332,-50,"10,000",10000.00
3232,3232,45146,-106.0987227,-106,"10,000",10000.00
3233,3233,45146,-106.0987227,-106,"10,000",10000.00
3234,3234,45147,NA,"10,000","10,000",10000.00
3235,3235,45148,-162.2399538,-162,"10,000",10000.00
3236,3236,45148,-162.2399538,-162,"10,000",10000.00
3237,3237,45148,-162.2399538,-162,"10,000",10000.00
3238,3238,45149,-64.92016667,-65,"10,000",10000.00
3239,3239,45151,-71.59378254,-72,"10,000",10000.00
3240,3240,45152,NA,"10,000","10,000",10000.00
3241,3241,45156,-80.52071921,-81,"10,000",10000.00
3242,3242,45156,-80.52071921,-81,"10,000",10000.00
3243,3243,45158,NA,"10,000","10,000",10000.00
3244,3244,45159,NA,"10,000","10,000",10000.00
3245,3245,45160,NA,"10,000","10,000",10000.00
3246,3246,45163,-82.92814444,-83,"10,000",10000.00
3247,3247,45167,-207.2416283,-207,"10,000",10000.00
3248,3248,45167,-207.2416283,-207,"10,000",10000.00
3249,3249,45168,-215.8654675,-216,"10,000",10000.00
3250,3250,45168,-215.8654675,-216,"10,000",10000.00
3251,3251,45169,-106.4885542,-106,"10,000",10000.00
3252,3252,45170,NA,"10,000","10,000",10000.00
3253,3253,45170,NA,"10,000","10,000",10000.00
3254,3254,45171,-109.4907834,-109,"10,000",10000.00
3255,3255,45173,-79.94484737,-80,"10,000",10000.00
3256,3256,45174,-194.2918835,-194,"10,000",10000.00
3257,3257,45175,-206.2780123,-206,"10,000",10000.00
3258,3258,45175,-206.2780123,-206,"10,000",10000.00
3259,3259,45176,-177.735408,-178,"10,000",10000.00
3260,3260,45177,NA,"10,000","10,000",10000.00
3261,3261,45177,NA,"10,000","10,000",10000.00
3262,3262,45180,-204.966149,-205,"10,000",10000.00
3263,3263,45181,-223.4492203,-223,"10,000",10000.00
3264,3264,45181,-223.4492203,-223,"10,000",10000.00
3265,3265,45181,-223.4492203,-223,"10,000",10000.00
3266,3266,45182,-104.0836599,-104,"10,000",10000.00
3267,3267,45185,-129.8967555,-130,"10,000",10000.00
3268,3268,45187,-109.0143185,-109,"10,000",10000.00
3269,3269,45188,-74.28458678,-74,"10,000",10000.00
3270,3270,45189,NA,"10,000","10,000",10000.00
3271,3271,45191,-179.089663,-179,"10,000",10000.00
3272,3272,45191,-179.089663,-179,"10,000",10000.00
3273,3273,45194,-374.3957219,-374,"10,000",10000.00
3274,3274,45196,-158.5640818,-159,"10,000",10000.00
3275,3275,45196,-158.5640818,-159,"10,000",10000.00
3276,3276,45197,NA,"10,000","10,000",10000.00
3277,3277,45198,-209.0318061,-209,"10,000",10000.00
3278,3278,45198,-209.0318061,-209,"10,000",10000.00
3279,3279,45199,NA,"10,000","10,000",10000.00
3280,3280,45200,-163.664616,-164,"10,000",10000.00
3281,3281,45200,-163.664616,-164,"10,000",10000.00
3282,3282,45201,NA,"10,000","10,000",10000.00
3283,3283,45202,-181.5058803,-182,"10,000",10000.00
3284,3284,45203,-109.751705,-110,"10,000",10000.00
3285,3285,45204,-203.3535031,-203,"10,000",10000.00
3286,3286,45204,-203.3535031,-203,"10,000",10000.00
3287,3287,45205,NA,"10,000","10,000",10000.00
3288,3288,45205,NA,"10,000","10,000",10000.00
3289,3289,45207,-79.79092946,-80,"10,000",10000.00
3290,3290,45208,-98.91562513,-99,"10,000",10000.00
3291,3291,45209,-90.11988447,-90,"10,000",10000.00
3292,3292,45211,-149.314248,-149,"10,000",10000.00
3293,3293,45211,-149.314248,-149,"10,000",10000.00
3294,3294,45212,NA,"10,000","10,000",10000.00
3295,3295,45212,NA,"10,000","10,000",10000.00
3296,3296,45212,NA,"10,000","10,000",10000.00
3297,3297,45213,-184.3349989,-184,"10,000",10000.00
3298,3298,45215,-138.8678782,-139,"10,000",10000.00
3299,3299,45216,NA,"10,000","10,000",10000.00
3300,3300,45219,-129.2288688,-129,"10,000",10000.00
3301,3301,45221,NA,"10,000","10,000",10000.00
3302,3302,45223,-128.1839611,-128,"10,000",10000.00
3303,3303,45224,-63.89071009,-64,"10,000",10000.00
3304,3304,45225,-130.8048221,-131,"10,000",10000.00
3305,3305,45225,-130.8048221,-131,"10,000",10000.00
3306,3306,45226,-140.6459421,-141,"10,000",10000.00
3307,3307,45228,-124.0995926,-124,"10,000",10000.00
3308,3308,45228,-124.0995926,-124,"10,000",10000.00
3309,3309,45229,-78.3770309,-78,"10,000",10000.00
3310,3310,45229,-78.3770309,-78,"10,000",10000.00
3311,3311,45229,-78.3770309,-78,"10,000",10000.00
3312,3312,45232,NA,"10,000","10,000",10000.00
3313,3313,45233,NA,"10,000","10,000",10000.00
3314,3314,45235,-53.90811016,-54,"10,000",10000.00
